Acura,RL 3.5 (KB1),2004,United States of America,14650,Mid-Size,Super Saloons,Factory,RL,false,true,Petrol,V6,3471,Naturally Aspirated,294,348,AWD,Automatic,5,1814,230,6.4
Acura,RL 3.7 (KB2),2009,United States of America,16700,Mid-Size,Super Saloons,Factory,RL,false,true,Petrol,V6,3664,Naturally Aspirated,304,368,AWD,Automatic,5,1852,250,6.2
Acura,RLX 3.5,2013,United States of America,33280,Executive,Super Saloons,Factory,RLX,false,true,Petrol,V6,3471,Naturally Aspirated,314,369,FWD,Automatic,6,1794,258,6.9
Acura,RLX Sport Hybrid,2014,United States of America,45785,Executive,Super Saloons,Factory,RLX,false,true,Full Hybrid (Petrol),V6,3471,Naturally Aspirated,370,377,AWD,Dual-Clutch,7,1956,279,5.2
Acura,RLX Sport Hybrid,2017,United States of America,52000,Executive,Super Saloons,Factory,RLX,false,true,Full Hybrid (Petrol),V6,3471,Naturally Aspirated,382,483,AWD,Dual-Clutch,7,1987,280,5.0
Acura,RSX,2001,United States of America,7800,Coupé,Sports Cars,Factory,RSX,false,true,Petrol,I4,1998,Naturally Aspirated,162,191,FWD,Manual,5,1222,215,7.2
Acura,RSX Type S,2002,United States of America,17880,Coupé,Sports Cars,Factory,RSX,false,true,Petrol,I4,1998,Naturally Aspirated,203,193,FWD,Manual,6,1260,233,6.7
Acura,RSX Type S,2005,United States of America,19000,Coupé,Sports Cars,Factory,RSX,false,true,Petrol,I4,1998,Naturally Aspirated,213,194,FWD,Manual,6,1289,240,6.3
Acura,SLX 3.2,1996,United States of America,4589,S.U.V.,Offroaders,Factory,SLX,true,true,Petrol,V6,3165,Naturally Aspirated,192,255,AWD,Manual,5,1880,180,10.4
Acura,SLX 3.5,1998,United States of America,5788,S.U.V.,Offroaders,Factory,SLX,true,true,Petrol,V6,3494,Naturally Aspirated,218,312,AWD,Automatic,4,2093,200,9.6
Acura,TL 2.5,1996,United States of America,2400,Executive,Saloons,Factory,TL,true,true,Petrol,I5,2451,Naturally Aspirated,178,230,FWD,Automatic,4,1475,195,7.9
Acura,TL 3.2,1996,United States of America,2800,Executive,Saloons,Factory,TL,true,true,Petrol,V6,3206,Naturally Aspirated,203,285,FWD,Automatic,4,1570,200,7.4
Acura,TL,2001,United States of America,3400,Executive,Saloons,Factory,TL,false,true,Petrol,V6,3210,Naturally Aspirated,228,293,FWD,Automatic,5,1584,209,7.2
Acura,TL Type S,2001,United States of America,8000,Executive,Super Saloons,Factory,TL,false,true,Petrol,V6,3210,Naturally Aspirated,264,315,FWD,Automatic,5,1614,241,6.3
Acura,TL 3.2,2004,United States of America,9255,Executive,Super Saloons,Factory,TL,false,true,Petrol,V6,3210,Naturally Aspirated,274,323,FWD,Manual,6,1580,250,5.7
Acura,TL 3.2,2006,United States of America,9999,Executive,Super Saloons,Factory,TL,false,true,Petrol,V6,3210,Naturally Aspirated,262,316,FWD,Automatic,5,1643,240,6.2
Acura,TL Type S,2007,United States of America,15400,Executive,Super Saloons,Factory,TL,false,true,Petrol,V6,3471,Naturally Aspirated,290,347,FWD,Automatic,5,1666,243,5.6
Acura,TL 3.5,2009,United States of America,16795,Executive,Super Saloons,Factory,TL,false,true,Petrol,V6,3471,Naturally Aspirated,284,344,FWD,Automatic,6,1688,250,5.7
Acura,TL 3.7,2009,United States of America,19995,Executive,Super Saloons,Factory,TL,false,true,Petrol,V6,3664,Naturally Aspirated,309,370,AWD,Manual,6,1655,255,5.5
Acura,TL 3.7 AT,2009,United States of America,19995,Executive,Super Saloons,Factory,TL,false,true,Petrol,V6,3664,Naturally Aspirated,309,370,AWD,Automatic,5,1655,242,6.1
Acura,TLX 2.4,2014,United States of America,15670,Executive,Saloons,Factory,TLX,false,true,Petrol,I4,2354,Naturally Aspirated,209,247,FWD,Dual-Clutch,8,1580,220,6.9
Acura,TLX 3.5 AWD,2014,United States of America,28900,Executive,Saloons,Factory,TLX,false,true,Petrol,V6,3471,Naturally Aspirated,294,362,AWD,Automatic,9,1631,216,5.9
Acura,TLX 3.5 FWD,2014,United States of America,27600,Executive,Saloons,Factory,TLX,false,true,Petrol,V6,3471,Naturally Aspirated,294,362,FWD,Automatic,9,1625,216,6.2
Acura,TLX AWD,2021,United States of America,44560,Executive,Saloons,Factory,TLX,false,true,Petrol,I4,1996,Single Turbocharger,276,380,AWD,Automatic,10,1682,211,5.9
Acura,TLX FWD,2021,United States of America,40525,Executive,Saloons,Factory,TLX,false,true,Petrol,I4,1996,Single Turbocharger,276,380,FWD,Automatic,10,1682,211,6.1
Acura,TLX Type S,2022,United States of America,51995,Executive,Super Saloons,Factory,TLX,false,true,Petrol,V6,2997,Single Turbocharger,360,480,AWD,Automatic,10,1915,250,5.0
Acura,TLX Type S PMC Edition,2022,United States of America,57344,Executive,Super Saloons,Factory,TLX,false,true,Petrol,V6,2997,Single Turbocharger,360,480,AWD,Automatic,10,1915,250,5.0
Acura,TLX Type S,2024,United States of America,53435,Executive,Super Saloons,Factory,TLX,false,true,Petrol,V6,2997,Single Turbocharger,360,480,AWD,Automatic,10,1915,250,5.0
Acura,TLX Type S PMC Edition,2024,United States of America,61712,Executive,Super Saloons,Factory,TLX,false,true,Petrol,V6,2997,Single Turbocharger,360,480,AWD,Automatic,10,1915,250,5.0
Acura,TSX,2003,United States of America,8350,Executive,Saloons,Factory,TSX,false,true,Petrol,I4,2354,Naturally Aspirated,203,225,FWD,Manual,6,1465,214,7.2
Acura,TSX,2006,United States of America,9800,Executive,Saloons,Factory,TSX,false,true,Petrol,I4,2354,Naturally Aspirated,208,222,FWD,Manual,6,1481,215,7.3
Acura,TSX,2009,United States of America,12450,Executive,Saloons,Factory,TSX,false,true,Petrol,I4,2354,Naturally Aspirated,204,230,FWD,Manual,6,1550,216,7.1
Acura,TSX V6,2010,United States of America,21650,Executive,Super Saloons,Factory,TSX,false,true,Petrol,V6,3471,Naturally Aspirated,284,344,FWD,Manual,6,1647,240,6.0
Acura,ZDX,2010,United States of America,20498,S.U.V.,Super S.U.V.,Factory,ZDX,false,true,Petrol,V6,3664,Naturally Aspirated,304,366,AWD,Automatic,6,2020,230,6.7
Adler,Diplomat,1934,Germany,43000,Saloon,Saloons,Factory,Diplomat,true,true,Petrol,I6,2916,Naturally Aspirated,60,97,RWD,Manual,4,1500,110,31.3
Adler,Diplomat,1935,Germany,50300,Saloon,Saloons,Factory,Diplomat,true,true,Petrol,I6,2916,Naturally Aspirated,65,97,RWD,Manual,4,1598,115,30.9
